WKT,nome,descrizione
"POLYGON ((19.9315066 39.7740653, 19.7941775 39.7109718, 19.8642153 39.5840824, 19.8848147 39.4781634, 20.1045412 39.3742061, 20.3338808 39.3593423, 20.3929324 39.485583, 20.2240176 39.584347, 20.1203341 39.7840916, 20.004291 39.7972819, 19.9315066 39.7740653))",Area_Est_Corfu,EastCorfu
